,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
626,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Natalie H,17-Jan,"Hi , when do renovations on the hotel finish ?",Answer from DebbySchipperSnelders1974,"It started in November 2016, only the reception/lobby/gym/spa will change. Email the hotel they are very honest and the staff is most helpful!",17-Jan,started november reception lobby gym spa change email  honest staff helpful, renovations  finish
627,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Matthew K,16-Dec,We are looking for a place to stay over Chinese New Year - it will be our first trip to Bali.  Can we have relatively easy access to popular tourist sites across Bali from your location?,Answer from Nora B,Definitely! You can go anywhere walking from seminyak beach resort hotel,16-Dec,definitely  anywhere walking  beach  ,looking place stay chinese new year first trip  relatively easy access popular tourist sites across  location
628,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Brian C,16-Dec,Do all rooms in the beach wing have views of the beach ?,Answer from Stacy Dot,"They dont, but as our fellow traveller said, the grounds are beautiful and if you are staying in a garden villa, the added privacy and beautiful settings compensate by far, a view of the sea.",16-Dec,dont fellow traveller said grounds beautiful staying garden villa added privacy beautiful settings compensate far view sea,rooms beach wing views beach
629,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Vanessa D,16-Nov,"Hi there,

Do you have to be a guest at the hotel to be able to use the Bar? And if not, what time would be the best to come to make sure you get a good spot?

Thank you!",Answer from rinasingh09,"Hello, I think you can use it only if you are staying at the hotel. Why don't you check with them to confirm. Pls send them an email or call.",16-Nov, think use staying  check confirm pls send email call, guest  able use bar time   come make sure  good spot 
630,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,lyb1,16-Nov,"Hi I plan to visit your hotel in February with my 22 year old daughter. When I go and book I get something showing in building across the road,,, what does that mean?  I don't want to sleep across the road...  What room to I have to book to be on the resort ?
Thanks",Answer from veraellen2016,The best rooms are in the vicinity of 3221.  It is a lovely resort with lovely breakfasts and a perfect position on the beach.  Enjoy!,16-Nov, rooms vicinity lovely  lovely breakfasts perfect position beach enjoy, plan visit  february year old daughter  book  something showing building across road mean  sleep across road  book  thanks
631,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Kristie H,16-Nov,"Hi 

I'm arriving at the hotel next week for a one week stay. Can anybody tell me what days and times the resort hold their yoga classes? 
Thanks!",Answer from balitribe,"Sorry Kristie im not sure but if you email hotel they respond quickly. 

Enjoy your stay

Cheers
Leanne",16-Nov,sorry kristie im sure email  respond quickly enjoy stay cheers leanne, arriving  next week  week stay anybody tell days times  hold yoga classes thanks
632,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jodes10,16-Oct,"Hi! Does this hotel have facilities that guests can use i.e. Shower, toilets etc after they check out? My flight is late in the evening so I have a bit of waiting time after check out. Thanks",,,,,  facilities guests use e shower toilets etc check flight late evening bit waiting time check thanks
633,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Yanhuai,16-Sep,Are there rooms or villas that are just next to the sea?,Answer from Tracks1102,The rooms are away from the beach but most of the rooms have sea view at the beach wing. The garden wing is across the road within 3 mins walk to main hotel lobby. I stayed at the garden wing which was nice too but get a room facing away from main road which could get noisy due to traffic .,16-Oct,rooms away beach rooms sea view beach wing garden wing across road within mins walk   lobby stayed garden wing nice   facing away  road   noisy due traffic,rooms villas next sea
634,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,QingdaoLife,16-Sep,Hello! It seems many people find the food very expensive. Can someone give me a price for a meal? Thanks in advance,Answer from Claire C,Go to Warung Nia it's a five minute walk from the hotel great local food,16-Sep, warung nia five minute walk  great local food, seems many people find food expensive someone give price meal thanks advance
635,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,vishal1700,16-Sep,"hi alexander, 
                     hope you enjoyed at the hotel. i would like to know that is the garden wing different and can we use the infinity pool if we stay in that wing. wat are the things around the hotel. did you go for sightseeing?",,,,, alexander hope enjoyed   like know garden wing different use infinity pool stay wing wat things around   sightseeing
636,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jayne J,16-Aug,"Hi, is there any construction occurring in or around the resort in September 2016?",Answer from imanhidajat,"Not, that I know of. Just got back from Seminyak area the past weekend and I didn't see any construction around the resort.",16-Aug,know got   area past weekend see construction around , construction occurring around  september
637,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Michelle J,16-Aug,I am staying at the Seminyak Beach Resort in 2 weeks and I'm confused about the buffet breakfast is it included or do you pay extra for it?,Answer from Emily C,The breakfast costs extra (and in my opinion is waaaaaaay overpriced).  There are multiple great restaurants around the Seminyak area that will serve you a great breakfast at a fraction of the cost.,16-Aug,breakfast costs extra opinion waaaaaaay overpriced multiple great restaurants around  area serve great breakfast fraction cost,staying  beach  weeks confused buffet breakfast included pay extra
638,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Vanessa B,16-Aug,"Hi 

Do you have a gym and a kids club / play area if yes please provide photos - thanks",Answer from craigieboy2015,The Seminyak has a good gym and spa but didnt see a kids club,16-Aug, good gym spa didnt see kids club, gym kids club play area   provide photos thanks
639,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Vanshika S,16-Aug,"Hy, me and my fiance are visiting Bali for our honeymoon in November end. We plan to stay at this beautiful resort for three nights i.e. from Nov 26 to Nov 29,2016. I wanted to ask whether the Airport pick up is included in the booking and secondly, whether you provide any complimentary package to honeymoon couple for instance, candle light dinner near the beach or champagne etc.? Look forward to hearing in this regard",Answer from Rachel,"Hi. 
We honeymooned here in feb 2016. No airport shuttle, best to take a taxi. Also not special dinner but they do offer complimentary hot tea and pastry in your room at night before bed.",16-Aug, honeymooned feb airport shuttle   taxi  special dinner offer complimentary hot tea pastry  night bed,hy fiance visiting  honeymoon november end plan stay beautiful  three nights e nov nov wanted ask whether airport pick included booking secondly whether provide complimentary package honeymoon couple instance candle light dinner near beach champagne etc look  hearing regard
640,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Vanshika S,16-Aug,"Hy, me and my fiance are visiting Bali for our honeymoon in November end. We plan to stay at this beautiful resort for three nights i.e. from Nov 26 to Nov 29,2016. I wanted to ask whether the Airport pick up is included in the booking and secondly, whether you provide any complimentary package to honeymoon couple for instance, candle light dinner near the beach or champagne etc.? Look forward to hearing in this regard.",Answer from julie c,In my experience they charge for airport pick up. It's cheaper and just as easy to get a standard taxi from the airport when you arrive without any trouble. I don't believe they do anything free for honeymoon but you can definitely do a candlelit dinner overlooking the beach.,16-Aug,experience charge airport pick cheaper easy  standard taxi airport arrive without trouble believe anything free honeymoon definitely candlelit dinner overlooking beach,hy fiance visiting  honeymoon november end plan stay beautiful  three nights e nov nov wanted ask whether airport pick included booking secondly whether provide complimentary package honeymoon couple instance candle light dinner near beach champagne etc look  hearing regard
641,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Poppyw123,16-May,"Hi, what are average prices of food and drink at the hotel? And can you charge to the room and pay later? Thanks",Answer from Cas-Perth,"Hi, food and drinks price so are what you would expect in a five star resort although not ridiculous. Everything can be signed for and paid on checking out.",16-May, food drinks price  expect five star  although ridiculous everything signed paid checking, average prices food drink  charge  pay later thanks
